radial position,streamwise position,lobe ratio,energy,delay time,ignition,y0,y1,y2,fidelity,test_num
8.60211194020943,19.345539770542086,1.702111685868445,22.647896125613823,7.5,0,0.0,0.0,0.007836240855869776,low fidelity,
8.32241591756227,19.370536195395395,1.4287617647983608,25.07767320179235,22.5,1,0.3529076354649865,0.6204955695538324,0.8678916990971669,low fidelity,
8.321864505949854,19.404088463780226,1.6829268431524236,22.818428060867348,25.0,1,0.5824144835124949,0.5819539705760711,0.915427024181994,low fidelity,
8.751033588475858,19.33465083200283,1.2812783358249695,26.38863701488916,0.0,0,0.0,0.0,0.001958504573033766,low fidelity,
8.56279554378232,19.406642430532614,1.4372379546349319,25.00232929213394,17.5,1,0.6213536500295402,0.6969680663267142,0.8971703318301881,low fidelity,
8.476997406046477,19.416855182075917,1.6198264499239197,23.379320445120715,5.0,0,0.0,0.0,0.005417164235737668,low fidelity,
8.67128785644445,19.317526007505357,1.3387576763815343,25.87770954327525,15.0,0,0.0,0.0,0.011736885978569537,low fidelity,
8.403793848661266,19.28197978351024,1.378490905016068,25.524525288746062,25.0,0,0.0,0.0,0.017821267738999797,low fidelity,
8.296377011950463,19.335405721151087,1.1815166092522342,27.275407917757917,12.5,0,0.0,0.0,0.010681271889878174,low fidelity,
8.434902993394386,19.372785959800243,1.1463558215551786,27.587948252842857,22.5,0,0.0,0.0,0.016945898858911308,low fidelity,
8.733689260099291,19.41166516098551,1.489076911285708,23.93840304712366,25.0,0,0.0,0.0,0.01823731418003696,low fidelity,
8.633752185773346,19.343194299497387,1.891616057479375,19.277214043736397,22.5,1,0.6695271702747687,0.48534424906993956,0.9960923127094774,low fidelity,
8.720969164547533,19.339195825263047,1.670157053924968,23.678238346009696,2.5,0,0.0,0.0,0.0037752322631934773,low fidelity,
8.16626537911041,19.313411262046827,1.9257407912348725,21.312924738475886,17.5,1,0.4545336320026576,0.5871313742230035,0.8459909494783654,low fidelity,
8.56477452518803,19.385721110161004,1.2803204490106,26.708498274972275,17.5,0,0.0,0.0,0.013849831521568916,low fidelity,
8.786052467920083,19.243653716653704,1.656779667842971,25.115540384591764,15.0,0,0.0,0.0,0.011737100551717328,low fidelity,
8.327369026343488,19.373466783461648,1.9801948136711922,20.167296261029126,17.5,1,0.7637568783576016,0.6250953505366158,0.8874380500489283,low fidelity,
8.688900299572786,19.394401249041927,1.3210247548238332,26.74623584056404,20.0,0,0.0,0.0,0.01588176662755267,low fidelity,
8.381973962057403,19.38618939544019,1.412633159274601,25.56116863864779,5.0,0,0.0,0.0,0.005491336451608687,low fidelity,
8.714590728578383,19.31206833267602,1.7599675924205664,24.30519140864373,17.5,0,0.0,0.0,0.013567105080618393,low fidelity,
8.699042900979915,19.310672986200377,1.245588674561393,27.77743512166678,25.0,0,0.0,0.0,0.017859073825233388,low fidelity,
8.589787913930913,19.28031537741757,1.5586035574698491,25.90767956714784,7.5,0,0.0,0.0,0.007873449109411332,low fidelity,
8.705585995547239,19.272811568415563,1.3057767150105393,27.543456606685673,0.0,0,0.0,0.0,0.0020148067392650737,low fidelity,
8.416757791941217,19.29020711409049,1.2496370422764829,27.996053194092465,17.5,0,0.0,0.0,0.01375822683173578,low fidelity,
8.570519847900735,19.40308119593257,1.8809029583441585,19.10895551214549,17.5,1,0.6521746690844956,0.907750419487393,0.8223070485177911,low fidelity,
8.305666660538956,19.34450715614387,1.904039140947353,18.88546479197709,15.0,0,0.0,0.0,0.011497869556380411,low fidelity,
8.327382150128447,19.26674785339272,1.9974446572400777,18.496956320184882,2.5,0,0.0,0.0,0.003579209599615135,low fidelity,
8.454961534315379,19.30361160509057,1.3595741975606899,26.47925512654086,12.5,0,0.0,0.0,0.010561272501249126,low fidelity,
8.439137077916712,19.33535403967853,1.2026908686964768,28.786799185945224,0.0,0,0.0,0.0,0.002085600989818137,low fidelity,
8.607360281717098,19.344709986517824,1.890471655512881,20.25358877651528,22.5,1,0.6266150382102995,0.4894141040689005,1.0,low fidelity,
8.367594809887335,19.415494510599824,1.6344851880947942,23.520427384945602,22.5,1,0.3437171068716989,0.6039134824505822,0.8733510756475676,low fidelity,
8.200805652616229,19.368758327676726,1.9150276059595606,22.551955387193857,7.5,1,0.2727881720097298,0.7251748762290243,0.7841723560644827,low fidelity,
8.634416627838407,19.2738154673812,1.1509803782547208,30.183288491093442,10.0,0,0.0,0.0,0.009516078318191845,low fidelity,
8.438206952305423,19.371563867322713,1.6012221379907083,21.413086292348993,20.0,0,0.0,0.0,0.015288373703147118,low fidelity,
8.686523195263433,19.389414224869576,1.7331356054627634,20.331012814202168,5.0,0,0.0,0.0,0.0,low fidelity,
8.06367090638376,19.363845982653878,1.6780515222231696,24.9231535919443,7.5,0,0.0,0.0,0.007841186226508118,low fidelity,
8.619191999650699,19.332865239996295,1.618491682362102,23.591395002077764,12.5,0,0.0,0.0,0.01048871694138375,low fidelity,
8.55153957956753,19.33243188268564,1.8065625382381347,20.055034911263885,2.5,0,0.0,0.0,0.0036482560541233264,low fidelity,
8.426585463180656,19.36983401179276,1.4774237136464212,24.608268830289035,10.0,0,0.0,0.0,0.009257619674393477,low fidelity,
8.456715339904397,19.342235449931376,1.3569919445698404,25.886812724962887,7.5,0,0.0,0.0,0.007878143085080235,low fidelity,
8.73815455900067,19.32772851673097,1.2504335741278683,28.2385193574136,20.0,0,0.0,0.0,0.015682334142483177,low fidelity,
8.44348137695505,19.360615630489555,1.9868232244116197,18.940043301719847,5.0,0,0.0,0.0,1.902364237862074e-05,low fidelity,
8.48745169173277,19.35698749520469,1.5306744056647612,24.88237489903242,0.0,0,0.0,0.0,0.0018495077048881411,low fidelity,
8.086403701836954,19.36271866751515,1.4292813639971431,24.706979123510656,5.0,0,0.0,0.0,0.005449949425916065,low fidelity,
8.53449146864025,19.38306226702341,1.643025515411472,24.50305688319697,22.5,1,0.5066357364195078,0.40961115530225467,0.9399714012515664,low fidelity,
8.591722819086941,19.370750813411494,1.3940051604666717,27.69949682733174,17.5,0,0.0,0.0,0.013902326912494673,low fidelity,
8.589928911892853,19.31689176233855,1.2679316051047382,27.25043610537884,5.0,0,0.0,0.0,0.005562049898522787,low fidelity,
8.49688147252085,19.378498937558838,1.5272754537490925,24.64231765033293,17.5,1,0.7448109024625094,0.873907769862586,0.8077172917478892,low fidelity,
8.135133482630888,19.368465329301525,1.2325813913660206,27.27221297152728,20.0,1,0.35592361614353796,0.8049663458402881,0.8692239972477595,low fidelity,
8.579412944608974,19.323142382218496,1.4578635395881694,22.410708042417316,15.0,0,0.0,0.0,0.011561435374937434,low fidelity,
8.340653568951648,19.38621556107932,1.7224639005376015,24.074657909311828,12.5,0,0.0,0.0,0.01053208417590968,low fidelity,
8.420910343092759,19.38634074621302,1.7598035447770044,20.769336771810607,10.0,0,0.0,0.0,0.009092808793745109,low fidelity,
8.752999497776226,19.33002875940346,1.8691015762851064,23.06724499992015,17.5,0,0.0,0.0,0.013569332443193059,low fidelity,
8.272930640084578,19.284203033820805,1.2622773065336994,26.885875889609274,25.0,0,0.0,0.0,0.01840729682260948,low fidelity,
